file name,judge
תפ_51848-02-14.docx,עינת רון
תפ_51872-02-14.docx,רובין לביא
תפ_54697-02-14.docx,רובין לביא
תפ_58254-02-14.docx,עידו דרויאן
תפ_836-03-14.docx,שמואל מלמד
תפ_891-03-14.docx,נגה שמואלי-מאייר
תפ_1231-03-14.docx,דניאל בן טולילה
תפ_2008-03-14.docx,עינת רון
תפ_15455-03-14.docx,נגה שמואלי-מאייר
תפ_18987-03-14.docx,אברהם הימן
תפ_1102-05-14.docx,נגה שמואלי-מאייר
תפ_6553-05-14.docx,חגי טרסי
תפ_9641-05-14.docx,מורן מרגלית
תפ_12480-05-14.docx,רובין לביא
תפ_12729-05-14.docx,עמית פרייז
תפ_13770-05-14.docx,צחי עוזיאל
תפ_15693-05-14.docx,עינת רון
תפ_17917-05-14.docx,דנה כהן-לקח
תפ_19324-05-14.docx,יעל אבירם
תפ_21460-05-14.docx,שמואל מלמד
תפ_21873-05-14.docx,עמי קובו
תפ_25379-05-14.docx,דנה כהן-לקח
תפ_33848-05-14.docx,עמי קובו
תפ_35481-05-14.docx,רובין לביא
תפ_35940-05-14.docx,רובין לביא
תפ_37255-05-14.docx,עמי קובו
תפ_38935-05-14.docx,אברהם הימן
תפ_42458-05-14.docx,יואב עטר
תפ_44601-05-14.docx,עמי קובו
תפ_47022-05-14.docx,ארז נוריאלי
תפ_47136-05-14.docx,רובין לביא
תפ_48135-05-14.docx,עמי קובו
תפ_49897-05-14.docx,עינת רון
תפ_51421-05-14.docx,עמי קובו
תפ_1118-06-14.docx,רקפת סגל מוהר
תפ_4495-06-14.docx,דינה כהן
תפ_6712-06-14.docx,שמואל הרבסט
תפ_7871-06-14.docx,וויליאם חאמד
תפ_9082-06-14.docx,איטה נחמן
תפ_17440-06-14.docx,נגה שמואלי-מאייר
תפ_17462-06-14.docx,אליאנא דניאלי
תפ_26644-06-14.docx,איטה נחמן
תפ_26709-06-14.docx,עמי קובו
תפ_26717-06-14.docx,אליאנא דניאלי
תפ_26718-06-14.docx,עמי קובו
תפ_26762-06-14.docx,איטה נחמן
תפ_28055-06-14.docx,שמואל מלמד
תפ_38591-06-14.docx,רובין לביא
תפ_41257-06-14.docx,עינת רון
תפ_42543-06-14.docx,עמי קובו
תפ_45048-06-14.docx,דניאל בן טולילה
תפ_49906-06-14.docx,רובין לביא
תפ_3752-07-14.docx,רובין לביא
תפ_7354-07-14.docx,נגה שמואלי-מאייר
תפ_7917-07-14.docx,אליאנא דניאלי
תפ_8249-07-14.docx,ניצה מימון שעשוע
תפ_10231-07-14.docx,אברהם הימן
תפ_12138-07-14.docx,דנה כהן-לקח
תפ_16458-07-14.docx,שירלי דקל נוה
תפ_16723-07-14.docx,דניאל בן טולילה
תפ_22109-07-14.docx,מעין בן ארי
תפ_28496-07-14.docx,שמואל מלמד
תפ_39668-07-14.docx,אמיר דורון
תפ_45226-07-14.docx,שושנה פיינסוד-כהן
תפ_45331-07-14.docx,נועה חקלאי
תפ_45599-07-14.docx,עינת רון
תפ_47089-07-14.docx,דינה כהן
תפ_57912-07-14.docx,אבשלום מאושר
תפ_4043-08-14.docx,עינת רון
תפ_10205-08-14.docx,דניאל בן טולילה
תפ_10430-08-14.docx,עמית פרייז
תפ_10606-08-14.docx,אברהם הימן
תפ_11017-08-14.docx,רבקה גלט
תפ_13956-08-14.docx,עמי קובו
תפ_15802-08-14.docx,נגה שמואלי-מאייר
תפ_19382-08-14.docx,עינת רון
תפ_20825-08-14.docx,אמיר דהאן
תפ_30132-08-14.docx,דינה כהן
תפ_34399-08-14.docx,עינת רון
תפ_27187-10-14.docx,נגה שמואלי-מאייר
תפ_34314-10-14.docx,עמית פרייז
תפ_37626-10-14.docx,איתי ברסלר-גונן
תפ_43941-10-14.docx,מרב גרינברג
תפ_47808-10-14.docx,עמי קובו
תפ_3908-11-14.docx,מאיה אב-גנים ויינשטיין
תפ_5507-11-14.docx,עמי קובו
תפ_7704-11-14.docx,יצחק שמעוני
תפ_8501-11-14.docx,אביטל חן
תפ_19260-11-14.docx,עמי קובו
תפ_19408-11-14.docx,אפרת פינק
תפ_20201-11-14.docx,אברהם הימן
תפ_20214-11-14.docx,שרית זמיר
תפ_21974-11-14.docx,נגה שמואלי-מאייר
תפ_60882-12-14.docx,שמואל מלמד
תפ_61031-12-14.docx,אהוד קפלן
תפ_67105-12-14.docx,רות שפילברג כהן
תפ_1981-01-15.docx,עינת רון
תפ_5218-01-15.docx,עינת רון
תפ_5648-01-15.docx,נגה שמואלי-מאייר
תפ_7213-01-15.docx,נועה חקלאי
תפ_7414-01-15.docx,שמואל הרבסט
תפ_12495-01-15.docx,איתן קורנהאוזר
תפ_12550-01-15.docx,מרדכי כדורי
תפ_18600-01-15.docx,דניאל בן טולילה
תפ_18663-01-15.docx,דניאל בן טולילה
תפ_21719-01-15.docx,יריב נבון
תפ_27025-01-15.docx,שאול אבינור
תפ_27671-01-15.docx,ג'ני טנוס
תפ_32646-01-15.docx,אבשלום מאושר
תפ_34873-01-15.docx,רובין לביא
תפ_44460-01-15.docx,דניאל בן טולילה
תפ_46526-01-15.docx,דינה כהן
תפ_52352-01-15.docx,גלית ציגלר
תפ_37634-03-15.docx,שמואל מלמד
תפ_37694-03-15.docx,איתי הרמלין
תפ_46577-03-15.docx,נגה שמואלי-מאייר
תפ_51810-03-15.docx,מרב גרינברג
תפ_54468-03-15.docx,מרדכי כדורי
תפ_55163-03-15.docx,אליאנא דניאלי
תפ_58928-03-15.docx,עידו דרויאן-גמליאל
תפ_60368-03-15.docx,רובין לביא
תפ_61231-03-15.docx,יריב נבון
תפ_63740-03-15.docx,שירלי דקל נוה
תפ_741-04-15.docx,שמואל מלמד
תפ_2121-04-15.docx,שרית זמיר
תפ_2147-04-15.docx,שירלי דקל נוה
תפ_8268-04-15.docx,שמואל מלמד
תפ_8506-04-15.docx,איתי ברסלר-גונן
תפ_9370-04-15.docx,צחי עוזיאל
תפ_20647-04-15.docx,דניאל בן טולילה
תפ_21020-04-15.docx,נגה שמואלי-מאייר
תפ_21459-04-15.docx,נועה חקלאי
תפ_21679-04-15.docx,עמי קובו
תפ_5033-06-15.docx,יוסי טופף
תפ_7906-06-15.docx,דינה כהן
תפ_17342-06-15.docx,רות שפילברג כהן
תפ_17369-06-15.docx,יצחק שמעוני
תפ_19827-06-15.docx,מרב גרינברג
תפ_22215-06-15.docx,עמית פרייז
תפ_31800-06-15.docx,גלית ציגלר
תפ_45838-06-15.docx,גלית ציגלר
תפ_46051-06-15.docx,איתי הרמלין
תפ_47378-06-15.docx,דניאל בן טולילה
תפ_47941-06-15.docx,יוסי טופף
תפ_51986-06-15.docx,יואב עטר
תפ_52031-06-15.docx,יואב עטר
תפ_53952-06-15.docx,שאול אבינור
תפ_54421-06-15.docx,רות שפילברג כהן
תפ_56842-06-15.docx,חגית מאק-קלמנוביץ
תפ_61370-06-15.docx,ג'ויה סקפה שפירא
תפ_2217-07-15.docx,נועה חקלאי
תפ_1968-08-15.docx,אברהם הימן
תפ_2047-08-15.docx,שרית זמיר
תפ_2077-08-15.docx,אברהם הימן
תפ_2232-08-15.docx,חגית מאק-קלמנוביץ
תפ_2660-08-15.docx,איתי ברסלר-גונן
תפ_13065-08-15.docx,עידו דרויאן-גמליאל
תפ_13793-08-15.docx,עמי קובו
תפ_14061-08-15.docx,עמית פרייז
תפ_19214-08-15.docx,אור אדם
תפ_19478-08-15.docx,ניצה מימון שעשוע
תפ_19770-08-15.docx,ניצה מימון שעשוע
תפ_25603-08-15.docx,מנחם מזרחי
תפ_29090-08-15.docx,עמי קובו
תפ_29832-08-15.docx,ג'ויה סקפה שפירא
תפ_30766-08-15.docx,איטה נחמן
תפ_31284-08-15.docx,אברהם הימן
תפ_33932-08-15.docx,רפי ארניה
תפ_36067-08-15.docx,איתי ברסלר-גונן
תפ_33947-10-15.docx,יוסי טורס
תפ_35202-10-15.docx,דניאל בן טולילה
תפ_37259-10-15.docx,יוסי טורס
תפ_43808-10-15.docx,אברהם הימן
תפ_48568-10-15.docx,רות שפילברג כהן
תפ_57680-10-15.docx,איתן קורנהאוזר
תפ_60147-10-15.docx,עמי קובו
תפ_2730-11-15.docx,דרור קלייטמן
תפ_8929-11-15.docx,תרצה שחם קינן
תפ_9437-11-15.docx,איתי הרמלין
תפ_15390-11-15.docx,אילן סלע
תפ_20469-11-15.docx,רות שפילברג כהן
תפ_21026-11-15.docx,רות שפילברג כהן
תפ_23419-11-15.docx,איתי ברסלר-גונן
תפ_25474-11-15.docx,דניאל בן טולילה
תפ_27851-11-15.docx,אברהם הימן
תפ_37111-12-15.docx,שמואל הרבסט
תפ_37533-12-15.docx,עמי קובו
תפ_39075-12-15.docx,הדס רוזנברג שיינרט
תפ_39214-12-15.docx,אביטל חן
תפ_39312-12-15.docx,חנה מרים לומפ
תפ_44250-12-15.docx,נגה שמואלי-מאייר
תפ_46460-12-15.docx,דוד שאול גבאי ריכטר
תפ_47400-12-15.docx,דוד שאול גבאי ריכטר
תפ_50988-12-15.docx,הדס רוזנברג שיינרט
תפ_54942-12-15.docx,חגי טרסי
תפ_55104-12-15.docx,ניצה מימון שעשוע
תפ_56479-12-15.docx,נועה חקלאי
תפ_61273-12-15.docx,חנה מרים לומפ
תפ_62524-12-15.docx,שמואל מלמד
תפ_2003-15.docx,דניאל בן טולילה
תפ_2013-15.docx,דניאל בן טולילה
תפ_1925-01-16.docx,אילן סלע
תפ_3616-03-16.docx,רות שפילברג כהן
תפ_8483-03-16.docx,חנה מרים לומפ
תפ_10580-03-16.docx,אילן סלע
תפ_13605-03-16.docx,דניאל בן טולילה
תפ_18952-03-16.docx,דניאל בן טולילה
תפ_19975-03-16.docx,עמית פרייז
תפ_23459-03-16.docx,חנה מרים לומפ
תפ_24215-03-16.docx,עידו דרויאן-גמליאל
תפ_29068-03-16.docx,נועה חקלאי
תפ_29279-03-16.docx,נועה חקלאי
תפ_29533-03-16.docx,יצחק שמעוני
תפ_36414-03-16.docx,הישאם אבו שחאדה
תפ_41514-03-16.docx,מרדכי כדורי
תפ_43515-03-16.docx,נעה תבור
תפ_48718-03-16.docx,אמיר דורון
תפ_52676-03-16.docx,מנחם מזרחי
תפ_53049-03-16.docx,יצחק שמעוני
תפ_53890-03-16.docx,נגה שמואלי-מאייר
תפ_16603-06-16.docx,עידו דרויאן-גמליאל
תפ_19981-06-16.docx,מרב גרינברג
תפ_20028-06-16.docx,שמעון שטיין
תפ_21557-06-16.docx,חנה מרים לומפ
תפ_35639-06-16.docx,נגה שמואלי-מאייר
תפ_46038-06-16.docx,עמית פרייז
תפ_47357-06-16.docx,הישאם אבו שחאדה
תפ_48799-06-16.docx,יובל ליבדרו
תפ_49808-06-16.docx,נגה שמואלי-מאייר
תפ_50308-06-16.docx,יצחק שמעוני
תפ_51991-06-16.docx,יצחק שמעוני
תפ_53127-06-16.docx,נגה שמואלי-מאייר
תפ_53886-06-16.docx,שירלי דקל נוה
תפ_56473-06-16.docx,עמית דניאל בארי
תפ_56632-06-16.docx,שירלי דקל נוה
תפ_57043-06-16.docx,רות שפילברג כהן
תפ_58615-06-16.docx,רונית פוזננסקי כץ
תפ_59876-06-16.docx,מנחם מזרחי
תפ_16387-08-16.docx,דוד שאול גבאי ריכטר
תפ_18285-08-16.docx,רות שפילברג כהן
תפ_19606-08-16.docx,עמית פרייז
תפ_19746-08-16.docx,נועה חקלאי
תפ_25307-08-16.docx,דוד שאול גבאי ריכטר
תפ_27255-08-16.docx,יוסי טורס
תפ_27791-08-16.docx,טל לחיאני שהם
תפ_29373-08-16.docx,שושנה פיינסוד-כהן
תפ_32277-08-16.docx,עינת רון
תפ_32834-08-16.docx,שמואל הרבסט
תפ_39513-08-16.docx,ליאורה פרנקל
תפ_39727-08-16.docx,רונית פוזננסקי כץ
תפ_40567-08-16.docx,דרור קלייטמן
תפ_49471-08-16.docx,אביטל חן
תפ_54373-08-16.docx,עינת רון
תפ_54500-08-16.docx,שמעון שטיין
תפ_54826-08-16.docx,גל טייב
תפ_54854-08-16.docx,יצחק שמעוני
תפ_58768-08-16.docx,אברהם הימן
תפ_60385-08-16.docx,דנה אמיר
תפ_60598-08-16.docx,יריב נבון
תפ_60843-08-16.docx,אפרת פינק
תפ_2008-09-16.docx,מיכאל קרשן
תפ_3491-09-16.docx,חנה מרים לומפ
תפ_17680-09-16.docx,אברהם הימן
תפ_18216-09-16.docx,רות שפילברג כהן
תפ_20767-09-16.docx,איתי ברסלר-גונן
תפ_20933-09-16.docx,אבישי קאופמן
תפ_26164-09-16.docx,אברהם הימן
תפ_30169-09-16.docx,עידו דרויאן-גמליאל
תפ_31240-09-16.docx,אמיר דורון
תפ_43228-09-16.docx,עינת רון
תפ_45997-09-16.docx,עינת רון
תפ_53805-09-16.docx,אליאנא דניאלי
תפ_54116-09-16.docx,דניאל בן טולילה
תפ_57318-09-16.docx,ג'ויה סקפה שפירא
תפ_66982-09-16.docx,אבשלום מאושר
תפ_67431-09-16.docx,עמית מיכלס
תפ_68051-09-16.docx,שירלי דקל נוה
תפ_6780-10-16.docx,נועה חקלאי
תפ_7325-10-16.docx,עמי קובו
תפ_15619-10-16.docx,עמית פרייז
תפ_20482-10-16.docx,רונית פוזננסקי כץ
תפ_25154-10-16.docx,מיכאל קרשן
תפ_26658-10-16.docx,איתן כהן
תפ_27432-10-16.docx,עמי קובו
תפ_28997-10-16.docx,עידו דרויאן-גמליאל
תפ_29879-10-16.docx,עידו דרויאן-גמליאל
תפ_42006-10-16.docx,רות שפילברג כהן
תפ_43260-10-16.docx,רות שפילברג כהן
תפ_5911-11-16.docx,אבשלום מאושר
תפ_7930-11-16.docx,דרור קלייטמן
תפ_9896-11-16.docx,אור אדם
תפ_11314-11-16.docx,דוד שאול גבאי ריכטר
תפ_11845-11-16.docx,עידו דרויאן-גמליאל
תפ_13085-11-16.docx,עמית פרייז
תפ_20685-11-16.docx,יוסי טורס
תפ_22913-11-16.docx,דניאל בן טולילה
תפ_26274-11-16.docx,מרב גרינברג
תפ_26839-11-16.docx,אביב שרון
תפ_28162-11-16.docx,ירון מינטקביץ
תפ_28236-11-16.docx,רועי פרי
תפ_29577-11-16.docx,רון סולקין
תפ_29873-11-16.docx,נגה שמואלי – מאייר
תפ_33243-11-16.docx,איתי הרמלין
תפ_43529-11-16.docx,איתי הרמלין
תפ_44501-11-16.docx,דניאל בן טולילה
תפ_54848-11-16.docx,אדנקו סבחת-חיימוביץ
תפ_32841-01-17.docx,נגה שמואלי-מאייר
תפ_44415-01-17.docx,יוסי טורס
תפ_44422-01-17.docx,יוסי טורס
תפ_44712-01-17.docx,יריב נבון
תפ_44914-01-17.docx,אילן סלע
תפ_45708-01-17.docx,שירלי דקל נוה
תפ_46868-01-17.docx,שמואל הרבסט
תפ_49087-01-17.docx,מרב גרינברג
תפ_53825-01-17.docx,אביב שרון
תפ_60101-01-17.docx,יוסי טורס
תפ_66939-01-17.docx,נועה חקלאי
תפ_71706-01-17.docx,שרון לארי-בבלי
תפ_864-02-17.docx,יוסי טורס
תפ_1969-02-17.docx,נגה שמואלי-מאייר
תפ_5350-02-17.docx,ניצה מימון שעשוע
תפ_5581-02-17.docx,עידו דרויאן-גמליאל
תפ_6996-02-17.docx,עינת רון
תפ_7908-02-17.docx,רות שפילברג כהן
תפ_9183-02-17.docx,עידו דרויאן-גמליאל
תפ_16259-02-17.docx,רות שפילברג כהן
תפ_23454-02-17.docx,אפרת פינק
תפ_1659-04-17.docx,שושנה פיינסוד-כהן
תפ_7538-04-17.docx,דנה אמיר
תפ_8288-04-17.docx,נגה שמואלי-מאייר
תפ_11512-04-17.docx,ארנון איתן
תפ_13534-04-17.docx,עידו דרויאן-גמליאל
תפ_13861-04-17.docx,רון סולקין
תפ_14184-04-17.docx,אבשלום מאושר
תפ_16794-04-17.docx,נגה שמואלי-מאייר
תפ_20754-04-17.docx,ארנון איתן
תפ_21666-04-17.docx,יוסי טורס
תפ_28215-04-17.docx,עידו דרויאן-גמליאל
תפ_30197-04-17.docx,ארנון איתן
תפ_33160-04-17.docx,שמואל הרבסט
תפ_33252-04-17.docx,דנה אמיר
תפ_42116-04-17.docx,דוד שאול גבאי ריכטר
תפ_45539-04-17.docx,דוד שאול גבאי ריכטר
תפ_46039-04-17.docx,שירלי דקל נוה
תפ_50497-04-17.docx,נגה שמואלי-מאייר
תפ_2908-05-17.docx,דוד שאול גבאי ריכטר
תפ_23282-05-17.docx,אינה קוניושנקו
תפ_36782-07-17.docx,רועי פרי
תפ_36887-07-17.docx,איטה נחמן
תפ_39324-07-17.docx,רות שפילברג כהן
תפ_42276-07-17.docx,שמואל הרבסט
תפ_44360-07-17.docx,ג'ויה סקפה שפירא
תפ_45537-07-17.docx,שרון לארי-בבלי
תפ_45961-07-17.docx,דוד שאול גבאי ריכטר
תפ_53503-07-17.docx,שמואל הרבסט
תפ_54880-07-17.docx,עידו דרויאן-גמליאל
תפ_56059-07-17.docx,דוד שאול גבאי ריכטר
תפ_59203-07-17.docx,דוד שאול גבאי ריכטר
תפ_63697-07-17.docx,אפרת פינק
תפ_63976-07-17.docx,אפרת פינק
תפ_65684-07-17.docx,איתי הרמלין
תפ_69011-07-17.docx,מיכאל קרשן
תפ_70546-07-17.docx,מרדכי כדורי
תפ_10111-08-17.docx,יצחק שמעוני
תפ_25513-08-17.docx,מרדכי לוי
תפ_29688-08-17.docx,נועה חקלאי
תפ_42032-10-17.docx,מנחם מזרחי
תפ_51176-10-17.docx,רון סולקין
תפ_4127-11-17.docx,מנחם מזרחי
תפ_9675-11-17.docx,מרב גרינברג
תפ_20538-11-17.docx,מיכאל קרשן
תפ_25853-11-17.docx,מנחם מזרחי
תפ_27865-11-17.docx,יצחק שמעוני
תפ_30223-11-17.docx,עידו דרויאן-גמליאל
תפ_36886-11-17.docx,דנה אמיר
תפ_38435-11-17.docx,נגה שמואלי-מאייר
תפ_40276-11-17.docx,דניאל בארי
תפ_46909-11-17.docx,דוד שאול גבאי ריכטר
תפ_58021-11-17.docx,ירון מינטקביץ
תפ_59939-11-17.docx,דנה אמיר
תפ_62426-11-17.docx,רבקה גלט
תפ_66974-11-17.docx,דוד שאול גבאי ריכטר
תפ_70627-11-17.docx,נגה שמואלי-מאייר
תפ_2077-12-17.docx,רות שפילברג כהן
תפ_12151-12-17.docx,נועה חקלאי
תפ_27295-12-17.docx,עמית מיכלס
תפ_66041-01-18.docx,שמאי בקר
תפ_68523-01-18.docx,דוד שאול גבאי ריכטר
תפ_68841-01-18.docx,אמיר דורון
תפ_2200-02-18.docx,נגה שמואלי-מאייר
תפ_7430-02-18.docx,רות שפילברג כהן
תפ_8442-02-18.docx,דניאל בארי
תפ_20589-02-18.docx,רות שפילברג כהן
תפ_27467-02-18.docx,דוד שאול גבאי ריכטר
תפ_27470-02-18.docx,ג'ויה סקפה שפירא
תפ_29380-02-18.docx,דוד שאול גבאי ריכטר
תפ_30618-02-18.docx,שמואל הרבסט
תפ_32363-02-18.docx,רון סולקין
תפ_35169-02-18.docx,מרב גרינברג
תפ_37379-02-18.docx,עמית מיכלס
תפ_39297-02-18.docx,אפרת פינק
תפ_41174-02-18.docx,אפרת פינק
תפ_42456-02-18.docx,נגה שמואלי-מאייר
תפ_27340-04-18.docx,דוד שאול גבאי ריכטר
תפ_27961-04-18.docx,סימי פלג קימלוב
תפ_30377-04-18.docx,רות שפילברג כהן
תפ_31647-04-18.docx,דנה אמיר
תפ_33839-04-18.docx,יוסי טורס
תפ_38160-04-18.docx,שמואל הרבסט
תפ_47668-04-18.docx,מנחם מזרחי
תפ_49667-04-18.docx,דוד שאול גבאי ריכטר
תפ_50902-04-18.docx,אפרת פינק
תפ_19412-05-18.docx,רות שפילברג כהן
תפ_21094-05-18.docx,מנחם מזרחי
תפ_25835-05-18.docx,אפרת פינק
תפ_31134-05-18.docx,גיא אבנון
תפ_33798-05-18.docx,ג'ויה סקפה שפירא
תפ_39665-05-18.docx,אפרת פינק
תפ_40001-05-18.docx,רון סולקין
תפ_40837-05-18.docx,דוד שאול גבאי ריכטר
תפ_32587-07-18.docx,מרדכי כדורי
תפ_39220-07-18.docx,אביב שרון
תפ_42230-07-18.docx,טל לחיאני שהם
תפ_42779-07-18.docx,נגה שמואלי-מאייר
תפ_42790-07-18.docx,נגה שמואלי-מאייר
תפ_42806-07-18.docx,נגה שמואלי-מאייר
תפ_45232-07-18.docx,זאיד פלאח
תפ_49472-07-18.docx,יוסי טורס
תפ_56595-07-18.docx,ארנון איתן
תפ_62490-07-18.docx,דוד שאול גבאי ריכטר
תפ_8642-08-18.docx,אפרת פינק
תפ_14944-08-18.docx,מרדכי כדורי
תפ_15253-08-18.docx,אושרית הובר היימן
תפ_16599-08-18.docx,יוסי טורס
תפ_21355-08-18.docx,מרב גרינברג
תפ_32793-08-18.docx,ארנון איתן
תא_40004-08-18.docx,שמואל הרבסט
תפ_37295-10-18.docx,עמית מיכלס
תפ_40055-10-18.docx,זהר דולב להמן
תפ_40096-10-18.docx,נועה חקלאי
תפ_42827-10-18.docx,שלמה בנג'ו
תפ_43794-10-18.docx,ירון מינטקביץ
תפ_44666-10-18.docx,עמית מיכלס
תפ_44694-10-18.docx,עמית מיכלס
תפ_45165-10-18.docx,שמואל הרבסט
תפ_51139-10-18.docx,דניאל בארי
תפ_52781-10-18.docx,נגה שמואלי מאייר
תפ_55035-10-18.docx,איתן כהן
תפ_57332-10-18.docx,עלאא מסארווה
תפ_59541-10-18.docx,רועי פרי
תפ_62687-10-18.docx,דוד שאול גבאי ריכטר
תפ_2531-11-18.docx,קטיה מזור
תפ_3518-11-18.docx,רון סולקין
תפ_5434-11-18.docx,ארנון איתן
תפ_5672-11-18.docx,רועי פרי
תפ_6244-11-18.docx,אושרית הובר היימן
תפ_6308-11-18.docx,אפרת פינק
תפ_6336-11-18.docx,אושרית הובר היימן
תפ_8474-11-18.docx,מנחם מזרחי
תפ_9183-11-18.docx,מנחם מזרחי
תפ_13194-11-18.docx,אפרת פינק
תפ_21280-11-18.docx,ענת יהב
תפ_26685-11-18.docx,אפרת פינק
תפ_28045-11-18.docx,אביחי דורון
תפ_29779-11-18.docx,דרור קלייטמן
תפ_30964-11-18.docx,מיכלס עמית
תפ_38531-11-18.docx,אפרת פינק
תפ_50521-11-18.docx,משה גינות
תפ_55809-11-18.docx,אביחי דורון
תפ_55830-11-18.docx,אביב שרון
תפ_67029-11-18.docx,אפרת פינק
תפ_68700-11-18.docx,אליאנא דניאלי
תפ_69202-11-18.docx,אורית קנטור
תפ_70256-11-18.docx,איתן קורנהאוזר
תפ_1515-12-18.docx,רון סולקין
תפ_14555-12-18.docx,מנחם מזרחי
תפ_17023-12-18.docx,יוסי טורס
תפ_19965-12-18.docx,דוד שאול גבאי ריכטר
תפ_29899-12-18.docx,טל לחיאני שהם
תפ_30452-12-18.docx,טל לחיאני שהם
תפ_33697-12-18.docx,אפרת פינק
תפ_36786-12-18.docx,רות שפילברג כהן
תפ_37780-12-18.docx,איתי הרמלין
תפ_45937-12-18.docx,אפרת פינק
תפ_50998-12-18.docx,דרור קלייטמן
תפ_53769-12-18.docx,אביטל חן
תפ_55741-12-18.docx,דוד שאול גבאי ריכטר
תפ_61099-12-18.docx,ענת חולתא
תפ_73620-12-18.docx,איתן קורנהאוזר
תפ_7349-01-19.docx,דוד שאול גבאי ריכטר
תפ_8103-01-19.docx,דוד שאול גבאי ריכטר
תפ_11545-01-19.docx,נעה תבור
תפ_15638-01-19.docx,דוד שאול גבאי ריכטר
תפ_15744-01-19.docx,דוד שאול גבאי ריכטר
תפ_21175-01-19.docx,דוד שאול גבאי ריכטר
תפ_21806-01-19.docx,נגה שמואלי-מאייר
תפ_24348-01-19.docx,דוד שאול גבאי ריכטר
תפ_29337-01-19.docx,שאול אבינור
תפ_30717-01-19.docx,אפרת פינק
תפ_43360-01-19.docx,דוד שאול גבאי ריכטר
תפ_44843-01-19.docx,אפרת פינק
תפ_46057-01-19.docx,רון סולקין
תפ_50038-01-19.docx,ג'ויה סקפה שפירא
תפ_51354-01-19.docx,יוסי טורס
תפ_54750-01-19.docx,ארנון איתן
תפ_54845-01-19.docx,רבקה גלט
תפ_71968-02-19.docx,גיא אבנון
תפ_72131-02-19.docx,רון סולקין
תפ_72132-02-19.docx,רון סולקין
תפ_1611-03-19.docx,מנחם מזרחי
תפ_6163-03-19.docx,דוד שאול גבאי ריכטר
תפ_7091-03-19.docx,אפרת פינק
תפ_11868-03-19.docx,דוד שאול גבאי ריכטר
תפ_13535-03-19.docx,זוהר דיבון סגל
תפ_33331-03-19.docx,דוד שאול גבאי ריכטר
תפ_38478-03-19.docx,דוד שאול גבאי ריכטר
תפ_45874-03-19.docx,מוחמד חאג' יחיא
תפ_46894-03-19.docx,רות שפילברג כהן
תפ_47284-03-19.docx,אילה אורן
תפ_47813-03-19.docx,הישאם אבו שחאדה
תפ_56456-03-19.docx,דוד שאול גבאי ריכטר
תפ_56513-03-19.docx,דוד שאול גבאי ריכטר
תפ_59970-03-19.docx,דרור קלייטמן
תפ_60519-03-19.docx,זהר דיבון סגל
תפ_62073-03-19.docx,גיא אבנון
תפ_62134-03-19.docx,דוד שאול גבאי ריכטר
תפ_57253-05-19.docx,נגה שמואלי-מאייר
תפ_61989-05-19.docx,יניב בן הרוש
תפ_1197-06-19.docx,ירון מינטקביץ
תפ_2300-06-19.docx,זהר דיבון סגל
תפ_3282-06-19.docx,הישאם אבו שחאדה
תפ_11334-06-19.docx,דוד שאול גבאי ריכטר
תפ_11597-06-19.docx,דוד שאול גבאי ריכטר
תפ_15424-06-19.docx,גיא אבנון
תפ_16457-06-19.docx,ג'ויה סקפה שפירא
תפ_18280-06-19.docx,זהר דולב להמן
תפ_19883-06-19.docx,דוד שאול גבאי ריכטר
תפ_25934-06-19.docx,אפרת פינק
תפ_27864-06-19.docx,רות שפילברג כהן
תפ_28032-06-19.docx,דוד שאול גבאי ריכטר
תפ_28194-06-19.docx,דוד שאול גבאי ריכטר
תפ_39495-06-19.docx,מנחם מזרחי
תפ_45102-06-19.docx,גיא אבנון
תפ_45133-06-19.docx,גיא אבנון
תפ_54340-08-19.docx,עמית מיכלס
תפ_58908-08-19.docx,מנחם מזרחי
תפ_7788-09-19.docx,דנה אמיר
תפ_10054-09-19.docx,שמואל הרבסט
תפ_19545-09-19.docx,שרון לארי-בבלי
תפ_20339-09-19.docx,רועי פרי
תפ_30094-09-19.docx,רות שפילברג כהן
תפ_30310-09-19.docx,רון סולקין
תפ_32082-09-19.docx,מנחם מזרחי
תפ_34706-09-19.docx,דרור קלייטמן
תפ_36367-09-19.docx,עינת רון
תפ_36775-09-19.docx,עמית מיכלס
תפ_40238-09-19.docx,דוד שאול גבאי ריכטר
תפ_59199-09-19.docx,גיא אבנון
תפ_67472-09-19.docx,שמואל הרבסט
תפ_8858-10-19.docx,עלאא מסארווה
תפ_9145-10-19.docx,טל לחיאני שהם
תפ_10140-10-19.docx,אלכס אחטר
תפ_51526-11-19.docx,אפרת פינק
תפ_52720-11-19.docx,רון סולקין
תפ_54783-11-19.docx,דוד שאול גבאי ריכטר
תפ_67580-11-19.docx,אורית קנטור
תפ_70531-11-19.docx,דנה אמיר
תפ_3603-12-19.docx,שאול אבינור
תפ_7667-12-19.docx,איתן קורנהאוזר
תפ_15458-12-19.docx,רון סולקין
תפ_18336-12-19.docx,שאול אבינור
תפ_18353-12-19.docx,שאול אבינור
תפ_24788-12-19.docx,שאול אבינור
תפ_25893-12-19.docx,דוד שאול גבאי ריכטר
תפ_30746-12-19.docx,זהר דיבון סגל
תפ_32722-12-19.docx,ארז נוריאלי
תפ_40306-12-19.docx,טל אוסטפלד נאוי
תפ_41730-12-19.docx,שאול אבינור
תפ_42608-12-19.docx,אביב שרון
